ORDEN,AÑO,DISCIPLINA DEPORTIVA,No. GRUPO,BARRIO CLUB,COMUNA CLUB,SEXO,EDAD,ESTRATO,BARRIO DEPORTISTA,COMUNA DEPORTISTA,GRUPO ETAREO
569,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,7,4,CENTRO,15. CENTRO,3 a 12 años
570,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,12,2,SAN RAFAEL,03. SAN FRANCISCO,3 a 12 años
571,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,10,1,TRANSICION I-V,02. NORORIENTAL,3 a 12 años
572,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,11,1,LA INDEPENDENCIA,02. NORORIENTAL,3 a 12 años
573,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,9,3,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
574,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,12,4,PROVENZA,10. PROVENZA,3 a 12 años
575,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,10,3,QUINTADANIA,13. ORIENTAL,3 a 12 años
576,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,3,SAN ALONSO,13. ORIENTAL,3 a 12 años
577,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,12,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
578,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,9,3,SAN ALONSO,13. ORIENTAL,3 a 12 años
579,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,3,SAN ALONSO,13. ORIENTAL,3 a 12 años
580,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,11,2,MIRAFLORES,14. MORRORICO,3 a 12 años
581,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,10,1,EL DIVISO,14. MORRORICO,3 a 12 años
582,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,14,1,REAL DE MINAS,07. LA CIUDADELA,13 a 17 años
583,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,13,4,GARCIA ROVIRA,15. CENTRO,13 a 17 años
584,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,12,2,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
585,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,12,1,BUENOS AIRES,14. MORRORICO,3 a 12 años
586,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,8,4,NUEVO SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
587,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,2,MIRAFLORES,14. MORRORICO,3 a 12 años
588,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,9,1,REGADEROS NORTE,02. NORORIENTAL,3 a 12 años
589,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,9,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
590,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
591,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,2,LA JOYA,05. GARCIA ROVIRA,3 a 12 años
592,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,11,2,MIRAFLORES,14. MORRORICO,3 a 12 años
593,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,8,2,VILLA ROSA,01. NORTE,3 a 12 años
594,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,12,2,ALFONSO LOPEZ,05. GARCIA ROVIRA,3 a 12 años
595,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,14,2,MODELO,03. SAN FRANCISCO,13 a 17 años
596,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,7,2,COMUNEROS,03. SAN FRANCISCO,3 a 12 años
597,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,2,MODELO,03. SAN FRANCISCO,3 a 12 años
598,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,8,1,GUALILO BAJO,CORREG. 3,3 a 12 años
599,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,1,GUALILO BAJO,CORREG. 3,3 a 12 años
600,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,13,3,LA CONCORDIA,06. LA CONCORDIA,13 a 17 años
601,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,7,3,NUEVO SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
602,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,9,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
603,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
604,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,10,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
605,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,FEMENINO,13,1,GARCIA ROVIRA,15. CENTRO,13 a 17 años
606,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,13,3,CENTRO,15. CENTRO,13 a 17 años
607,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,8,2,TERRAZAS,12. CABECERA DEL LLANO,3 a 12 años
608,2021,FUTBOL,CANCHA JUVENTUD,UNIVERSIDAD,03. SAN FRANCISCO,MASCULINO,14,2,TERRAZAS,12. CABECERA DEL LLANO,13 a 17 años
609,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,8,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
610,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,7,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
611,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,FEMENINO,7,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
612,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
613,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
614,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,6,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
615,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,8,1,CRISTAL BAJO,10. PROVENZA,3 a 12 años
616,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
617,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
618,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,8,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
619,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
620,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,9,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
621,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,9,1,CRISTAL BAJO,10. PROVENZA,3 a 12 años
622,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,FEMENINO,6,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
623,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,8,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
624,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
625,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,8,3,BRISAS DE PROVENZA,10. PROVENZA,3 a 12 años
626,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,7,3,PROVENZA,10. PROVENZA,3 a 12 años
627,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
628,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,9,1,VILLAS DE SAN IGNACIO,01. NORTE,3 a 12 años
629,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
630,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,6,1,CRISTAL ALTO,10. PROVENZA,3 a 12 años
631,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,8,1,CRISTAL ALTO,10. PROVENZA,3 a 12 años
632,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,6,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
633,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,7,1,CRISTAL ALTO,10. PROVENZA,3 a 12 años
634,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,7,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
635,2021,FUTBOL,CANCHA CRISTAL ALTO,CRISTAL ALTO,10. PROVENZA,MASCULINO,7,1,CRISTAL ALTO,10. PROVENZA,3 a 12 años
636,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,8,2,SAN PEDRO CLAVER,09. LA PEDREGOSA,3 a 12 años
637,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,7,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
638,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,8,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
639,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,6,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
640,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,6,1,VILLA DIAMANTE,09. LA PEDREGOSA,3 a 12 años
641,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,9,2,QUEBRADA LA IGLESIA,09. LA PEDREGOSA,3 a 12 años
642,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,9,2,VILLA DIAMANTE,09. LA PEDREGOSA,3 a 12 años
643,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,7,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
644,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,6,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
645,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,6,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
646,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,7,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
647,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,MASCULINO,6,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
648,2021,FUTBOL,CANCHA SAN MARTIN,SAN MARTIN,09. LA PEDREGOSA,FEMENINO,10,2,SAN MARTIN,09. LA PEDREGOSA,3 a 12 años
649,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,4,PROVENZA,10. PROVENZA,3 a 12 años
650,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,6,3,COLSEGUROS NORTE,01. NORTE,3 a 12 años
651,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
652,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,MONTERREDONDO,17. MUTIS,3 a 12 años
653,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,6,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
654,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,6,2,QUEBRADA LA IGLESIA II,08. SUR OCCIDENTE,3 a 12 años
655,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,6,3,SIN INFORMACION,SIN INFORMACION,3 a 12 años
656,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
657,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,6,3,LOS HEROES,17. MUTIS,3 a 12 años
658,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
659,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,4,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
660,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
661,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,8,3,MUTIS,17. MUTIS,3 a 12 años
662,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,9,3,UNIVERSIDAD,03. SAN FRANCISCO,3 a 12 años
663,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,LOS HEROES,17. MUTIS,3 a 12 años
664,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,6,3,QUEBRADA LA IGLESIA I,17. MUTIS,3 a 12 años
665,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,7,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
666,2021,FUTBOL,CANCHA EL BUENO,BOLIVAR,13. ORIENTAL,MASCULINO,8,3,LOS HEROES,17. MUTIS,3 a 12 años
667,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,1,QUINTA BRIGADA,13. ORIENTAL,3 a 12 años
668,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,4,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
669,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,1,BUENOS AIRES,14. MORRORICO,3 a 12 años
670,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,4,EL PRADO,13. ORIENTAL,3 a 12 años
671,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,4,ALVAREZ,13. ORIENTAL,3 a 12 años
672,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,4,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
673,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,7,1,ALVAREZ,13. ORIENTAL,3 a 12 años
674,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,2,ALBANIA,14. MORRORICO,3 a 12 años
675,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,1,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
676,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,4,ALVAREZ,13. ORIENTAL,3 a 12 años
677,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,2,2,MIRAFLORES,14. MORRORICO,1 a 2 años
678,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,4,ALVAREZ,13. ORIENTAL,3 a 12 años
679,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,4,ALVAREZ,13. ORIENTAL,3 a 12 años
680,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,3,ALVAREZ,13. ORIENTAL,3 a 12 años
681,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,2,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
682,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,2,QUINTA BRIGADA,13. ORIENTAL,3 a 12 años
683,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,1,ALBANIA,14. MORRORICO,3 a 12 años
684,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,1,ALBANIA,14. MORRORICO,3 a 12 años
685,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,1,ALFONSO LOPEZ,05. GARCIA ROVIRA,3 a 12 años
686,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,2,VERICUTE,30. CORREG,3 a 12 años
687,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,9,1,MIRAFLORES,14. MORRORICO,3 a 12 años
688,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,2,SAN MIGUEL,06. LA CONCORDIA,3 a 12 años
689,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,2,CABECERA DEL LLANO,12. CABECERA DEL LLANO,3 a 12 años
690,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
691,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,9,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
692,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,2,GAITAN,04. OCCIDENTAL,3 a 12 años
693,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,1,MIRAFLORES,14. MORRORICO,3 a 12 años
694,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,8,1,CABECERA DEL LLANO,12. CABECERA DEL LLANO,3 a 12 años
695,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,3,ALVAREZ,13. ORIENTAL,3 a 12 años
696,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,7,2,CABECERA DEL LLANO,12. CABECERA DEL LLANO,3 a 12 años
697,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,6,3,ALVAREZ,13. ORIENTAL,3 a 12 años
698,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,5,2,MIRAFLORES,14. MORRORICO,3 a 12 años
699,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,13,2,LA FERIA,04. OCCIDENTAL,13 a 17 años
700,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,11,3,ALVAREZ,13. ORIENTAL,3 a 12 años
701,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,13,4,MERCEDES,12. CABECERA DEL LLANO,13 a 17 años
702,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,13,4,MERCEDES,12. CABECERA DEL LLANO,13 a 17 años
703,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,1,BUENOS AIRES,14. MORRORICO,3 a 12 años
704,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,12,3,ALVAREZ,13. ORIENTAL,3 a 12 años
705,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,3,ALVAREZ,13. ORIENTAL,3 a 12 años
706,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,3,ALVAREZ,13. ORIENTAL,3 a 12 años
707,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,12,2,SAN MIGUEL,06. LA CONCORDIA,3 a 12 años
708,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,3,ALVAREZ,13. ORIENTAL,3 a 12 años
709,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,4,ALVAREZ,13. ORIENTAL,3 a 12 años
710,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,13,1,ALBANIA,14. MORRORICO,13 a 17 años
711,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,13,2,ALBANIA,14. MORRORICO,13 a 17 años
712,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,11,1,10 DE MAYO SANTA BARBARA,CORREG. 3,3 a 12 años
713,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,13,1,REAL DE MINAS,07. LA CIUDADELA,13 a 17 años
714,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,9,1,SOTOMAYOR,12. CABECERA DEL LLANO,3 a 12 años
715,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,4,EL PRADO,13. ORIENTAL,3 a 12 años
716,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,4,ALVAREZ,13. ORIENTAL,3 a 12 años
717,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,11,1,PAN DE AZUCAR,12. CABECERA DEL LLANO,3 a 12 años
718,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,FEMENINO,10,4,ALVAREZ,13. ORIENTAL,3 a 12 años
719,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,11,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
720,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,11,3,ALVAREZ,13. ORIENTAL,3 a 12 años
721,2021,FUTBOL,RECREAR LAS AMERICAS,ALVAREZ,13. ORIENTAL,MASCULINO,10,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
722,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,FEMENINO,10,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
723,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,13,1,GARCIA ROVIRA,15. CENTRO,13 a 17 años
724,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,12,1,CRISTAL BAJO,10. PROVENZA,3 a 12 años
725,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,11,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
726,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,10,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
727,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,10,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
728,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,13,1,GARCIA ROVIRA,15. CENTRO,13 a 17 años
729,2021,FUTBOL,CANCHA  CRISTAL BAJO,CRISTAL BAJO,10. PROVENZA,MASCULINO,12,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
